id,condition,batch,x,y
mix_055,B,mb03,2.0987848127717132,1.0683446887992973
mix_056,A,mb04,-0.18546588354723925,0.7511577454767954
mix_057,B,mb04,0.14201671958405587,3.2149392415184335
mix_058,A,mb04,0.8864534382682955,2.7650103434410696
mix_059,B,mb04,-0.6410350130353042,2.9421840065067024
mix_060,A,mb04,0.6524741525897733,1.6828170930121826
mix_061,B,mb04,-1.76957774882473,2.3899594473420507
mix_062,A,mb04,1.3970052689041885,2.9794812360354004
mix_063,B,mb04,0.5829416757178341,3.3032135335205637
mix_064,A,mb04,1.4390352647540876,2.8058982972732993
mix_065,B,mb04,-0.21087004116246,3.002712154744722
mix_066,A,mb04,-1.183641182492743,0.7283181297616514
mix_067,B,mb04,-0.1453802093378067,2.7193853065915397
mix_068,A,mb04,-0.6430049893064167,1.3380712800717052
mix_069,B,mb04,-0.011769697353925395,2.6808703739798228
mix_070,A,mb05,2.084086544516941,1.8829694983940823
mix_071,B,mb05,-0.44134493066955577,1.968922198908869
mix_072,A,mb05,0.1417629110107244,-0.2146652447343923
mix_073,B,mb05,-0.5885745593504412,1.3519619195864143
mix_074,A,mb05,2.8636946748117498,2.246770899614297
mix_075,B,mb05,0.7507494733004952,2.447707795370019
mix_076,A,mb05,-0.5459251021322286,-0.9716387853397178
mix_077,B,mb05,-0.5391730297020716,2.1220211954238346
mix_078,A,mb05,-0.1647511605212575,-0.0040856275137934606
mix_079,B,mb05,-0.9837972894381553,0.4918280776714814
mix_080,A,mb05,1.2289644996799616,1.0243339284020583
mix_081,B,mb05,0.11913208912906752,1.5060470356177724
mix_082,A,mb05,-0.12832884706647812,0.5256489960216479
mix_083,B,mb05,-1.6379518147526604,-0.6328337203405855
mix_084,A,mb06,-0.9646935408790209,-0.26360254591718535
mix_085,B,mb06,-1.1125444981102544,-0.515587793885861
mix_086,A,mb06,-1.4818091628592123,-2.1221713954902426
mix_087,B,mb06,0.774190453700273,1.001522747011535
mix_088,A,mb06,1.1498391748545327,0.43922359578987463
mix_089,B,mb06,0.9646374681590719,0.5788453998410151
mix_090,A,mb06,-1.1352196406514126,-0.9725775141738332
mix_091,B,mb06,-1.278095798755786,1.6390346934689073
mix_092,A,mb06,0.48706911149265275,-0.813616672859273
mix_093,B,mb06,0.2660862069070503,1.0369196486266783
mix_094,A,mb06,-0.4776540248090595,-0.42629463518929256
mix_095,B,mb06,-1.0058189920211609,0.7527746910449549
mix_096,A,mb06,-1.0907438023463254,-0.9869506114369364
mix_097,B,mb06,-0.08612458408538227,0.9971303082746147
mix_098,A,mb07,-0.9245596815825078,-0.49476782761703614
mix_099,B,mb07,0.1510661619971119,2.3901215928588284
mix_100,A,mb07,-1.2816884873981367,-1.0036876386344058
mix_101,B,mb07,-0.32332782058091997,1.6245747498162655
mix_102,A,mb07,2.40220929000343,0.7076045576724397
mix_103,B,mb07,0.6519293337828471,1.6243173204835506
mix_104,A,mb07,1.6941180110531673,1.3542905688926252
mix_105,B,mb07,1.2124799180680719,1.9632232524190092
mix_106,A,mb07,-0.8484915120483916,-1.0956552917965574
mix_107,B,mb07,0.22522380596199856,1.3238764261839737
mix_108,A,mb07,0.01275421375912491,-1.331787528419264
mix_109,B,mb07,0.47931964903646673,1.4513593513878609
mix_110,A,mb07,-1.4830104862596902,-0.8025270394284056
mix_111,B,mb07,-0.9933866618397689,1.4224883836758886
mix_112,A,mb08,0.09823739652946883,0.8356468021789814
mix_113,B,mb08,-0.8062733646734059,1.947219951642994
mix_114,A,mb08,0.15467899183225825,-0.8109261474559242
mix_115,B,mb08,-0.8528280902395871,2.3928621628898785
mix_116,A,mb08,0.015318224166325787,0.25102420475354975
mix_117,B,mb08,-1.9752933290823087,0.39472696261173046
mix_118,A,mb08,0.8478604065176744,0.26223045254746435
mix_119,B,mb08,-1.2394377053412882,1.2181574275046445
mix_120,A,mb08,-0.07380876092544954,-0.42961412853332964
mix_121,B,mb08,0.8695848714578001,1.8164927130266224
mix_122,A,mb08,0.2652851448198559,-0.3718662486709863
mix_123,B,mb08,-2.0181301990485614,0.29278617183700834
mix_124,A,mb08,0.12542802092309838,0.7744099897647387
mix_125,B,mb08,0.3527823348655292,2.41401239988237
mix_126,A,mb09,-0.8285958869080758,0.07715039457166106
mix_127,B,mb09,-0.676302548028692,1.6637813608050969
mix_128,A,mb09,-0.29776472636741785,-0.49408130410704887
mix_129,B,mb09,-0.7527400734821799,1.0856973903842095
mix_130,A,mb09,-0.5241125879704817,-0.3334841400958434
mix_131,B,mb09,0.18608265035630256,1.6728465078619905
mix_132,A,mb09,0.5904202301440287,0.9072166600568304
mix_133,B,mb09,-0.3268759022285491,1.3948874808873513
mix_134,A,mb09,-0.18993716873095381,-0.25956600856604173
mix_135,B,mb09,-0.10455129240867335,1.2007904955408013
mix_136,A,mb09,1.7950154207142834,0.21967932525528167
mix_137,B,mb09,-0.5843482545157008,1.864055560754093
mix_138,A,mb09,-0.1353778169497271,0.6961089346545117
mix_139,B,mb09,1.0089978382395415,2.8112676098421705
mix_140,A,mb10,1.105886040900157,3.5302523860890944
mix_141,B,mb10,1.8151186756894457,5.735450470973313
mix_142,A,mb10,2.1780571614151714,3.0206699583428938
mix_143,B,mb10,0.8869812276146841,4.978032597716378
mix_144,A,mb10,-0.6690043448459579,1.5654517590022001
mix_145,B,mb10,0.9907293580793403,5.217234089136369
mix_146,A,mb10,0.5986989969918225,2.3985801861995406
mix_147,B,mb10,-0.3866156547573622,3.1575884634576425
mix_148,A,mb10,-0.15838912317887616,2.2342437197684086
mix_149,B,mb10,-0.050466051834969314,4.445441511805116
mix_150,A,mb10,1.8058095494396849,3.1771628163308288
mix_151,B,mb10,-0.18332144947609721,3.5775317618323728
mix_152,A,mb10,1.7410427412415987,3.1711162865341143
mix_153,B,mb10,0.858120132058052,5.062052850872726
mix_154,A,mb11,1.0505406708275797,1.0857981937164172
mix_155,B,mb11,-1.5754221538603568,1.8129090616234116
mix_156,A,mb11,-0.6643233078128989,-0.48151080982070654
mix_157,B,mb11,-0.42239540236180373,1.1070626989890249
mix_158,A,mb11,-0.10033053496819215,0.2123325231087918
mix_159,B,mb11,0.7713793910504487,2.8466340363574956
mix_160,A,mb11,0.8822787297551753,0.7778591696652192
mix_161,B,mb11,-0.5864974777965596,2.9309383843976944
mix_162,A,mb11,0.9291059476084366,1.0813480358818506
mix_163,B,mb11,-0.08724789937676625,1.5588960227561397
mix_164,A,mb11,1.5256195513590065,1.1920626983914033
mix_165,B,mb11,-0.29784997926165785,2.357967925533869
mix_166,A,mb11,0.7824215252759452,0.10001685402127758
mix_167,B,mb11,-1.1606084772319456,1.7936150872066159
mix_168,A,mb12,2.176832113400603,-0.03054114326304322
mix_169,B,mb12,-1.4079768873095428,0.5042408479210811
mix_170,A,mb12,-1.5617783640451126,-2.111261911405303
mix_171,B,mb12,-0.06787948758421924,0.29306794319823676
mix_172,A,mb12,0.5843524143340295,-0.7902941654314369
mix_173,B,mb12,-1.5631434551906018,-0.34589376124864873
mix_174,A,mb12,0.3972571336991051,-1.8708326615047455
mix_175,B,mb12,0.7952328972528909,0.6627594778617469
mix_176,A,mb12,0.11956669041342763,-0.8487990102106913
mix_177,B,mb12,-0.5043676927840575,-0.31766104214261187
mix_178,A,mb12,-0.9302041363186021,-1.359654664556563
mix_179,B,mb12,-0.8676276350073915,0.05525847955964461
mix_180,A,mb12,0.22773609506200365,-1.5712713194575973
mix_181,B,mb12,-0.9114871594370727,-0.742219535168743
mix_182,A,mb13,0.6371728840053171,0.07979492593450624
mix_183,B,mb13,-1.3034139888465142,0.010244383056546624
mix_184,A,mb13,-0.7533037943740998,-0.8526923655276315
mix_185,B,mb13,-1.0458882433798167,0.7087993161910954
mix_186,A,mb13,0.6566873814625384,-0.02016565743048851
mix_187,B,mb13,0.5478955423038007,0.7548675304088777
mix_188,A,mb13,-0.5027239939561123,-0.4850423796830596
mix_189,B,mb13,-0.18809888297418886,0.7216608996389112
mix_190,A,mb13,-1.4770838336299947,-1.264958685191321
mix_191,B,mb13,-2.206087105101103,-0.16499178496852596
mix_192,A,mb13,-0.4176397647973366,-0.3038055641394479
mix_193,B,mb13,-0.9572870556088877,0.38972825343677914
mix_194,A,mb13,1.1964388892442523,0.34561204378409677
mix_195,B,mb13,0.06828016840461924,1.7935384154586695
mix_196,A,mb14,-0.2687282489174958,0.835851077938323
mix_197,B,mb14,1.6085776874818491,3.5461344896799982
mix_198,A,mb14,0.08167718489727271,1.0125781751436005
mix_199,B,mb14,1.4546334686459699,2.033137370974998
mix_200,A,mb14,-0.7293464799865355,-0.8968798442706414
mix_201,B,mb14,1.6442720222846678,2.9054159120856595
mix_202,A,mb14,0.02768041038259173,0.40418473006408784
mix_203,B,mb14,-0.4883813125834864,1.417682581697395
mix_204,A,mb14,1.0113463606818023,0.07079493477134147
mix_205,B,mb14,0.5147592268235986,2.0199213601825337
mix_206,A,mb14,-0.4521082712175648,-0.42724634787963595
mix_207,B,mb14,-2.0712852257021828,-0.33312939392159313
mix_208,A,mb14,-1.5396982055608153,-1.1095772755225497
mix_209,B,mb14,1.0726797614088026,1.9265141872229368
mix_210,A,mb15,0.33551074618105486,0.5266100648122758
mix_211,B,mb15,0.4322865005404501,2.077188570625216
mix_212,A,mb15,1.03257690562009,0.14570073102621284
mix_213,B,mb15,-0.1649153069650865,1.9502852335976106
mix_214,A,mb15,0.029998651497938927,0.8908047889466861
mix_215,B,mb15,-0.09108993095339842,1.827185828319234
mix_216,A,mb15,0.32992904735934675,1.1278419304003084
mix_217,B,mb15,-0.9183730237995736,2.0416571383795907
mix_218,A,mb15,2.3131703475751384,1.4950162045610684
mix_219,B,mb15,0.7661141326835084,2.8094919910772407
mix_220,A,mb15,-1.7047771024110145,-0.21163182411394432
mix_221,B,mb15,-0.3395405451507374,1.8457545229099912
mix_222,A,mb15,-1.8822024663141708,-0.02371297908939307
mix_223,B,mb15,0.15482592131846193,2.056923012169927
mix_224,A,mb16,0.5653207854144168,1.7148089611389419
mix_225,B,mb16,-0.21528699423106318,3.408342219959033
mix_226,A,mb16,-0.3018464980658337,1.7601262573738874
mix_227,B,mb16,1.43823648409347,4.816842218434891
mix_228,A,mb16,0.10534516719159162,1.8837198516699218
mix_229,B,mb16,0.15043825226311208,3.4189299303491296
mix_230,A,mb16,-0.5994915304582566,0.9646103848982677
mix_231,B,mb16,0.3819803551592389,3.0464134276655015
mix_232,A,mb16,0.4276738248297678,1.8367023642028453
mix_233,B,mb16,-0.9222009786990523,2.658587289916561
mix_234,A,mb16,0.23629780648239357,1.1700277353322082
mix_235,B,mb16,-0.24051217207815168,2.895106950773492
mix_236,A,mb16,-0.1573978696319452,0.7253336596316183
mix_237,B,mb16,-0.23606611945880987,2.433945168286614
mix_238,A,mb17,-0.047081630890622825,0.004744916827959689
mix_239,B,mb17,1.067760836084607,2.2583815398191853
mix_240,A,mb17,1.2900173281176825,1.3001152544294803
mix_241,B,mb17,-0.6311058407706915,0.38012383048778586
mix_242,A,mb17,1.0538502606620967,1.4889047043421746
mix_243,B,mb17,0.5459821727302203,1.706882940289618
mix_244,A,mb17,1.254106300802922,0.9105049774147971
mix_245,B,mb17,-0.9699394830174204,2.170112192852617
mix_246,A,mb17,1.5602098962956077,1.8562522114261057
mix_247,B,mb17,-0.18614518213630057,2.044014404296717
mix_248,A,mb17,1.611575469449681,1.9613647361994633
mix_249,B,mb17,1.1768764187520666,3.666880058469636
mix_250,A,mb17,-1.7951683745550684,-0.046419059345672475
mix_251,B,mb17,-1.747697483012758,1.7933660058540402
