id,activity,stability,length,charge,hydrophobicity,nonlinear_response,measurement,group,source,batch,phenotype,flag,recorded_at,annotation
obs_016,1.003157810029023,3.051108903602102,53.86659598273594,0.47625333423450034,0.4674176093692195,0.3022585493534287,0.7563568104560145,A,S2,B09,low,False,2026-01-09 00:00:00,sample_7
obs_017,2.1196789205975253,3.2028510816306253,59.003989537747216,-0.09331284517396451,0.4087763533339674,0.20601600824253977,0.17425991955386955,A,S1,B04,mid,False,2026-01-09 12:00:00,sample_8
obs_018,2.050760415806313,2.6875106444588224,56.120012146286975,0.2565703218854922,0.4054193888303715,0.33970608125906987,1.1243948104295325,B,S2,B11,mid,False,2026-01-10 00:00:00,sample_0
obs_019,3.4930742813760913,1.9603084808260989,44.50230116014787,2.11556010629595,0.5992373881999729,3.7431097145362373,1.2919104576564455,C,S2,B04,high,True,2026-01-10 12:00:00,sample_1
obs_020,5.438315203507987,2.3974293207330803,38.15043776800023,-0.9138202766216013,0.6022070358163505,0.8761750916108457,2.093794760650142,C,S2,B04,high,True,2026-01-11 00:00:00,sample_2
obs_021,1.6850411637828788,2.738151783332496,55.80566644744136,2.0096198699555137,0.4780204820891608,3.1651075833176434,-0.149840964064461,A,S2,B04,low,False,2026-01-11 12:00:00,sample_3
obs_022,1.3436866470258348,1.4802394012585927,47.868109312598804,-0.5908020913635941,0.6160719976970322,0.49349759746108407,0.6943196812614958,B,S1,B05,low,False,2026-01-12 00:00:00,sample_4
obs_023,1.813430260742051,2.4994650908824636,54.12594986870857,-0.9888510248442053,0.3151255232863371,1.0052470364525314,0.6759670022262321,B,S1,B11,mid,False,2026-01-12 12:00:00,sample_5
obs_024,2.1289146438917417,2.013874217875381,50.17160909802479,0.028767805770189836,0.6663080724683209,-0.09484436651639942,0.7377040096887774,C,S1,B02,mid,False,2026-01-13 00:00:00,sample_6
obs_025,3.3595374967177642,2.0963842640695254,48.18383069634617,0.745609390565331,0.5022667292408409,-0.1252239562081492,1.125862158776554,B,S2,B04,high,True,2026-01-13 12:00:00,sample_7
obs_026,2.9457633489213677,3.7111684251942205,67.28214652623608,0.841132076498317,0.4374444993100154,0.3121867461259657,0.8784392517327533,B,S2,B06,mid,True,2026-01-14 00:00:00,sample_8
obs_027,3.8480195964596686,2.617999176884031,56.72928587505224,1.7857698376130442,0.4900702045906779,2.080406764165407,1.864507035041735,C,S2,B08,high,True,2026-01-14 12:00:00,sample_0
obs_028,2.4938829511311362,1.5962063011198446,51.33642742350608,0.8391777815811583,0.5572912538081018,1.1931773831065438,0.7817021804583495,C,S1,B05,mid,True,2026-01-15 00:00:00,sample_1
obs_029,2.518553038633873,1.3764667335998253,47.02669662858045,0.4713345642023988,0.5239504399885586,0.49131722156089674,1.1187116711676683,C,S1,B01,mid,True,2026-01-15 12:00:00,sample_2
obs_030,2.8935164856626665,2.263074997897185,55.237202163599015,-1.6722956140798184,0.5004696445718271,1.6333102328272453,1.506644419457182,B,S1,B03,mid,True,2026-01-16 00:00:00,sample_3
obs_031,4.362284321377387,2.3663822958187484,61.47036890029222,-2.6668855018405146,0.5110186718840926,5.433069516318735,2.1829923211285625,B,S2,B03,high,True,2026-01-16 12:00:00,sample_4
obs_032,3.4504754494199155,2.2564246429577492,60.153246720234925,-1.0878428470671668,0.4433267959495746,1.0658728813982181,1.656516446171593,C,S1,B08,high,True,2026-01-17 00:00:00,sample_5
obs_033,2.164047007453144,2.5452689874037877,59.46695347561025,-0.45547813356570555,0.5630189808028363,0.6922424339181128,0.8100046482703339,C,S1,B09,mid,False,2026-01-17 12:00:00,sample_6
obs_034,2.4838869488101167,2.1834189110353885,43.69656252807249,0.7713817090794807,0.45983463612615555,0.22436550992588022,0.4876954293050465,C,S2,B09,mid,True,2026-01-18 00:00:00,sample_7
obs_035,1.7748201178487102,1.3457514895613185,45.04315733878563,-1.200879490277676,0.6298770870698251,1.1005834896514888,1.0903995293340412,B,S1,B10,mid,False,2026-01-18 12:00:00,sample_8
obs_036,1.545399898518508,2.1747427581098338,49.229773554211654,0.19679145862884942,0.3985908527797012,0.19768170101342877,0.4242442305844195,A,S2,B08,low,False,2026-01-19 00:00:00,sample_0
obs_037,1.7883913801989695,2.36665292506982,42.161730297085555,-0.8295789463309176,0.4428006301720282,0.8461920115762365,1.1828937501908978,A,S2,B02,mid,False,2026-01-19 12:00:00,sample_1
obs_038,3.105202594989608,2.4689025523743133,49.63036926233998,-0.6143132327129237,0.6197475481405861,0.7441999945876643,1.031634625965464,B,S2,B06,high,True,2026-01-20 00:00:00,sample_2
obs_039,3.4089927562426463,2.5739832810321746,49.895849277647585,0.45986527753353257,0.7326552362873668,-0.20908620087143562,1.4152947850862556,C,S1,B08,high,True,2026-01-20 12:00:00,sample_3
obs_040,0.3151823633535722,2.564111158546911,54.49461011342691,1.013323440203366,0.5765873270947317,0.4043533647391083,-1.0423699910652742,A,S1,B10,low,False,2026-01-21 00:00:00,sample_4
obs_041,3.8397877946880037,1.9565507069432213,50.00957342204262,0.9213653054531803,0.6461968238471614,-0.22547115804531204,1.8376842936616204,C,S1,B03,high,True,2026-01-21 12:00:00,sample_5
obs_042,1.6973410759401322,2.3941416003392173,38.24747787123574,-0.3081436279449054,0.4021628239328514,0.1574551295968683,0.25386729321027207,A,S2,B01,low,False,2026-01-22 00:00:00,sample_6
obs_043,3.307111043267649,3.3202259508308267,54.90090284016139,0.9566771325414484,0.2928878209164201,0.9321797190481138,2.1118261426163003,A,S1,B03,high,True,2026-01-22 12:00:00,sample_7
obs_044,1.8250618825074556,2.2730151987266454,44.562936661421155,-1.6900825982452188,,2.3733206493528813,-0.08091801490863271,B,S2,B05,mid,False,2026-01-23 00:00:00,sample_8
obs_045,1.7091497921511962,1.8108132636870886,43.326660619400684,0.583869865395232,0.39621941639419045,0.7100736935167571,0.6242281361615352,B,S1,B02,low,False,2026-01-23 12:00:00,sample_0
obs_046,1.293474053722399,2.030945615294857,45.91288149177254,-0.20754571532547905,0.5182651563883647,0.20496859653132266,-0.08096438495778824,C,S1,B01,low,False,2026-01-24 00:00:00,sample_1
obs_047,1.7551157341183294,2.76451783085827,47.77261501749689,-0.16381612134612372,0.42296988984343703,-0.04282690631191627,-0.05298212205321118,A,S1,B00,mid,False,2026-01-24 12:00:00,sample_2
obs_048,3.0188751112774574,3.0170278343643915,46.173735903703495,-1.7115551515490979,0.49338474436829455,2.157724273001749,1.0356614288592578,A,S1,B03,high,True,2026-01-25 00:00:00,sample_3
obs_049,2.294592215729169,2.7431949146068058,49.85162958113593,-0.8906772194787507,0.4385527702757148,0.512523872683122,1.5645629857227363,B,S1,B10,mid,True,2026-01-25 12:00:00,sample_4
obs_050,4.51484174767841,2.7637125373073315,57.47684994571165,1.480571098570848,0.5853859090035205,2.5763880909615087,3.0280797470807306,C,S2,B00,high,True,2026-01-26 00:00:00,sample_5
obs_051,4.418216467370791,3.189798111313192,59.36680342296528,-0.434964470783895,0.6458942792679256,0.6096807460558324,2.1476158394882043,C,S2,B02,high,True,2026-01-26 12:00:00,sample_6
obs_052,3.544843502729405,1.6975504101056518,56.825156355245056,0.26319247328313833,0.3964969191924322,-0.19299547357315122,2.0905341197024168,C,S2,B01,high,True,2026-01-27 00:00:00,sample_7
obs_053,3.330530987745318,2.0212566902192,52.489382604880724,-0.515109743448347,0.5069628051902781,0.379264921926952,0.9427120216573401,B,S2,B11,high,True,2026-01-27 12:00:00,sample_8
obs_054,0.9039799124019174,1.4396033884863098,51.24478426260798,3.1751513116964287,0.34521292675723037,8.257746205328798,-0.4852144469534787,B,S1,B11,low,False,2026-01-28 00:00:00,sample_0
obs_055,3.9570100686537497,2.2937326410989995,50.59646961837496,-0.5484259806469133,0.5208828400672202,0.8688351748476786,1.518618534769039,C,S2,B06,high,True,2026-01-28 12:00:00,sample_1
obs_056,3.469810174563355,2.927228616994007,48.9584714955811,-1.2590772824147665,0.39156135704735584,1.816838715407987,0.540786731467958,B,S2,B00,high,True,2026-01-29 00:00:00,sample_2
obs_057,4.103147122865312,2.1396362866210517,42.18156226457409,-0.1681802760191749,0.4866158508869276,-0.24119249159707273,2.058579235044365,C,S2,B07,high,True,2026-01-29 12:00:00,sample_3
obs_058,2.1660950678670776,2.388218892489876,59.918476214619105,0.35736818304880724,0.3526114233611253,-0.1510474101708788,1.0594387324372199,B,S1,B07,mid,False,2026-01-30 00:00:00,sample_4
obs_059,4.199205696923007,2.177307390257003,55.31918042504887,0.5651880042314952,0.5849194509919101,-0.14217807384778364,1.3958122156290447,C,S2,B01,high,True,2026-01-30 12:00:00,sample_5
obs_060,1.1068335948342185,2.7330405293734197,45.56935046469077,-0.17644570567307127,0.48962262450010363,-0.507509338374883,0.5057801412757168,A,S2,B10,low,False,2026-01-31 00:00:00,sample_6
obs_061,2.776789544050948,2.3804759041486547,53.094648902127005,1.5853503879688522,0.3965948741244708,1.9775513604061175,0.9303792195228169,C,S1,B06,mid,True,2026-01-31 12:00:00,sample_7
obs_062,1.9517759160761239,1.9548189076213314,54.94905365194988,-0.7455067405251028,0.48511266056064706,0.3531862540191626,0.7097326449137913,B,S1,B09,mid,False,2026-02-01 00:00:00,sample_8
obs_063,2.3585100643582226,3.0985171320905627,60.41909434354969,1.8200562017962665,0.5731547405163177,2.5062971523567383,0.8173385413430156,C,S1,B01,mid,True,2026-02-01 12:00:00,sample_0
obs_064,0.738377925124709,2.6841945896136155,54.106288681280766,-0.9520412307065537,0.43582184791446243,0.7600117317016017,-0.28952187657138007,A,S2,B05,low,False,2026-02-02 00:00:00,sample_1
obs_065,4.1355550876130796,2.789609082656309,65.1634206902203,-0.5616212039660539,0.4209277923540462,-0.10634080793566669,2.574161296584153,C,S2,B08,high,True,2026-02-02 12:00:00,sample_2
obs_066,2.083964753971325,1.9603061080961326,37.072119971798486,1.8879232650864013,0.37878074559107955,3.0413709113276615,0.2963517865815904,B,S2,B00,mid,False,2026-02-03 00:00:00,sample_3
obs_067,4.788510210221307,2.8707648737792635,55.71031906449268,-0.3556288021865902,0.48164750878192414,0.07925124285645588,2.383261925732329,C,S2,B02,high,True,2026-02-03 12:00:00,sample_4
obs_068,1.745889201440565,3.009190274016446,48.871274943465544,-0.11421745791872269,0.5435995106756953,0.2050993105142029,0.07909094796646504,A,S2,B04,mid,False,2026-02-04 00:00:00,sample_5
obs_069,1.3827863001589282,2.1074544412609866,59.74180201798341,0.4259247974113311,0.42515420195412074,0.5996686045233695,0.4359788564438639,A,S1,B10,low,False,2026-02-04 12:00:00,sample_6
obs_070,1.5378699851370201,2.7201516463629245,60.30692249569428,0.08747399418233288,0.25816801843594006,0.21816563951206638,0.04377592176831924,B,S2,B01,low,False,2026-02-05 00:00:00,sample_7
obs_071,3.519920381592402,2.5260017741223564,54.05670391614633,1.2620115122850875,0.5458644535108551,1.6161423494629363,1.0254713604358845,C,S2,B07,high,True,2026-02-05 12:00:00,sample_8
obs_072,1.5348821283112286,3.0708941946870514,62.95294069919943,-1.8360624895706315,0.5981405004050593,2.7247706218772416,-0.14367547838177375,A,S1,B11,low,False,2026-02-06 00:00:00,sample_0
obs_073,1.915350762828764,3.423624748141573,46.746770487809144,1.0165420086183241,0.5596801807904798,0.8115471715003975,0.235063306876073,A,S2,B10,mid,False,2026-02-06 12:00:00,sample_1
obs_074,0.5049231601120949,1.7803098344278117,54.531589700167515,0.5254660196308111,0.4305532983767177,-0.6905974217971736,0.11826632884099997,A,S1,B01,low,False,2026-02-07 00:00:00,sample_2
obs_075,1.731204898261069,3.180141648220568,54.7113221717209,0.8288316223623298,0.3828517262844052,0.46419785302499494,0.049061389600380395,B,S1,B04,mid,False,2026-02-07 12:00:00,sample_3
obs_076,3.2587521226823646,2.3355603092173625,58.152394386785275,0.49074667883344225,0.4343396005541045,-0.1028654367833533,0.8600884321988874,B,S2,B00,high,True,2026-02-08 00:00:00,sample_4
obs_077,5.088931959033289,2.5893331422736257,54.24142956663638,-0.5420162908478573,0.6060210124675541,0.07583369387907066,inf,C,S2,B04,high,True,2026-02-08 12:00:00,sample_5
obs_078,3.11133958988293,2.557290988434822,48.76565248368816,-0.3095741483769495,0.42175136872196395,0.5630493982555183,1.1505852938789063,B,S2,B06,high,True,2026-02-09 00:00:00,sample_6
obs_079,3.720399037112169,2.568529325442597,51.341751663113186,1.1362207793826904,0.5299858757823706,1.6996358808810692,1.6723962379020438,C,S2,B11,high,True,2026-02-09 12:00:00,sample_7
obs_080,4.691121393122874,2.7847083477222387,61.89351885261446,-0.34422721421987146,0.40557018688356,0.35408108272989264,2.0392165071521533,B,S2,B02,high,True,2026-02-10 00:00:00,sample_8
obs_081,1.2760598562234367,1.538147708354681,35.81747126438076,0.9481158414753775,0.4316544662246381,0.7661330553385538,0.9401358673523229,A,S1,B00,low,False,2026-02-10 12:00:00,sample_0
obs_082,2.457850338867665,2.8245311389396943,55.55149620938756,0.016464358571996962,0.5101390266311909,-0.41240441192285127,0.6804075921213334,B,S1,B02,mid,True,2026-02-11 00:00:00,sample_1
obs_083,1.730418553810503,1.773335006135331,51.900830409497665,1.589472706042622,0.44547452140015126,2.1267935636360344,0.6399342203925963,B,S1,B07,low,False,2026-02-11 12:00:00,sample_2
obs_084,4.531711108627072,1.9657545728734542,51.2883507281758,-0.5166580450964323,0.6154834832984744,0.07438112206912989,2.449365999932449,C,S2,B01,high,True,2026-02-12 00:00:00,sample_3
obs_085,3.743207547193193,1.7010062762652294,56.52131025041736,-1.5850222686450224,0.4922369530954254,2.0463851923785423,2.6031772668871866,B,S2,B06,high,True,2026-02-12 12:00:00,sample_4
obs_086,1.4412279769941534,3.1158273353135573,44.93182367259354,1.0239933750299142,0.4060749454246405,0.4917941116338478,0.03335377972878456,A,S2,B00,low,False,2026-02-13 00:00:00,sample_5
obs_087,1.4940437929940305,3.5326981889570823,65.30633842563091,0.010809172173276926,0.5154102435844153,-0.2412860178975531,0.2656255634156727,B,S1,B10,low,False,2026-02-13 12:00:00,sample_6
obs_088,2.0882452698175342,2.7567490092042006,52.53899805523295,-1.635397924097043,0.5453457871545441,1.5816644413275596,0.7393319568999005,A,S2,B04,mid,False,2026-02-14 00:00:00,sample_7
obs_089,2.429368583031704,2.438655474528049,55.99278534062959,0.668125783124655,0.3786637915546086,1.0012651047173529,0.319688727495972,C,S1,B09,mid,True,2026-02-14 12:00:00,sample_8
obs_090,2.466439488596855,2.074543942844699,56.210601479410165,-0.4534786752147497,0.1522690052152068,-0.052974654523880116,0.8239875226070531,A,S2,B06,mid,True,2026-02-15 00:00:00,sample_0
obs_091,2.3345375207949206,1.7949403796295422,47.268889697545255,0.15243266962227794,0.4664199473677915,-0.20961921551239232,0.47675448395352577,C,S1,B08,mid,True,2026-02-15 12:00:00,sample_1
obs_092,1.4343804102206033,1.5128189782524604,37.164733426791756,-0.5067577980313188,0.4064187217348028,0.05594148834748938,0.6197525641123504,B,S2,B08,low,False,2026-02-16 00:00:00,sample_2
obs_093,3.7691359058555736,1.892225855615572,44.0445781796474,0.1536574408447314,0.643403228261242,0.33004061062687956,1.4213921400768441,C,S2,B09,high,True,2026-02-16 12:00:00,sample_3
obs_094,2.3257173388887002,2.799903920547557,51.00649626099654,-1.2892121386152724,0.46677399168125955,1.1951868220615172,0.5624465325952911,B,S1,B01,mid,True,2026-02-17 00:00:00,sample_4
obs_095,4.636219577831573,2.580865690579383,69.0187494694838,-0.6555586675612181,0.41955684000697546,0.546383091161112,2.287489039506597,C,S1,B06,high,True,2026-02-17 12:00:00,sample_5
obs_096,3.9619730455131226,2.3541975286986574,47.272791123823154,0.19554145429941647,0.5444563945168929,0.12063827193174381,1.652357925054128,C,S2,B06,high,True,2026-02-18 00:00:00,sample_6
obs_097,1.475453775786249,2.8495786521713384,51.58583049374008,0.7536817559763922,0.549831780768218,0.8269005454041244,0.19896061708593107,A,S1,B10,low,False,2026-02-18 12:00:00,sample_7
obs_098,0.9636650239245358,2.155837614992142,55.95388018262647,0.010008570137913925,0.4980122911087809,0.36755227560468556,0.13547734764558253,B,S1,B01,low,False,2026-02-19 00:00:00,sample_8
obs_099,1.4037198531334796,2.3083182694125957,53.06564592271991,-1.4428330130953122,0.27989927304023954,2.2791795418003673,0.23252672450186293,B,S1,B11,low,False,2026-02-19 12:00:00,sample_0
obs_100,3.679794222896061,2.0350263385844376,50.13899094299143,-0.7029267814362925,0.5011272925881773,0.40967732575286236,2.24348943846208,B,S2,B03,high,True,2026-02-20 00:00:00,sample_1
obs_101,3.2965563912197045,2.304746924469871,54.377942463031786,-0.8637830520950736,0.4850774804283016,-0.025554794867554187,1.1247685347898098,A,S2,B10,high,True,2026-02-20 12:00:00,sample_2
obs_102,0.8539053150064958,1.7744136369751935,40.42968092681659,-1.8768494363343509,0.5400441061807474,2.5935690061277987,0.39560734538204095,A,S2,B05,low,False,2026-02-21 00:00:00,sample_3
obs_103,3.236402865770076,1.7084477480436882,43.06748673212244,-0.6598903225993592,0.5726981940946394,0.30028723283454883,1.0799382084923481,C,S1,B07,high,True,2026-02-21 12:00:00,sample_4
obs_104,2.211822556649885,3.0436390569901484,70.11857714724965,-0.4923900648773821,0.520905308989627,0.2772182165078032,0.9968831393909461,B,S2,B05,mid,False,2026-02-22 00:00:00,sample_5
obs_105,2.803468642798221,1.9779453504019007,57.607580570528434,1.1603786845118365,0.3867912332012072,1.1101766817615204,1.2053191086922772,B,S1,B08,mid,True,2026-02-22 12:00:00,sample_6
obs_106,3.238349786910706,2.395422234437431,60.87470952989284,2.1020394160790694,0.5433236503363876,3.2073903311734595,1.5565387923132499,C,S1,B08,high,True,2026-02-23 00:00:00,sample_7
obs_107,1.2777688258964943,2.7387855514130255,42.74164741645372,0.601369769317484,0.5439379282890462,-0.0666459692763467,0.3296875988984336,B,S2,B02,low,False,2026-02-23 12:00:00,sample_8
obs_108,2.8719352729530367,2.256045422796625,43.5043064901805,1.8288318808222903,0.5811260606749351,1.5441823739518252,1.1972483074439781,C,S2,B09,mid,True,2026-02-24 00:00:00,sample_0
obs_109,0.8066314262363483,0.8654041220926544,40.20015773030026,0.32526585325736235,0.5789097554195084,-0.6646945820018875,0.6592732008992314,B,S1,B01,low,False,2026-02-24 12:00:00,sample_1
obs_110,2.0035011306851245,1.8582309033658664,60.09127126652382,0.17082055537595275,0.4516157227099336,-0.09268959344305573,0.5898086450742208,B,S2,B05,mid,False,2026-02-25 00:00:00,sample_2
obs_111,1.8949967905806884,3.8788811218377477,42.412961814191235,0.314838746455814,0.4618433431791741,-0.14092158839413957,-0.1929416081372568,A,S2,B04,mid,False,2026-02-25 12:00:00,sample_3
obs_112,1.1365588133206983,2.2227269781225436,42.842891732804546,0.5656875423862564,0.38206714068904823,0.24612391426178493,-0.4029965716359333,B,S1,B11,low,False,2026-02-26 00:00:00,sample_4
obs_113,1.8139360070226627,3.257405436091502,52.2769803125613,2.4616838199108257,0.3472509277744802,5.388932886475413,-0.16954934630555674,A,S1,B03,mid,False,2026-02-26 12:00:00,sample_5
obs_114,1.2264433211451125,3.0583617664972507,41.709753106852645,0.2400849257473274,0.522853241665764,-0.07493939207967579,-0.18966449466436594,A,S2,B07,low,False,2026-02-27 00:00:00,sample_6
obs_115,0.031875667609082226,2.5028265610712377,51.60879811670453,0.4627082484411384,0.5077571207944828,-0.2576838765279596,-0.9479433201458431,A,S1,B10,low,False,2026-02-27 12:00:00,sample_7
obs_116,3.8368942715406584,2.052992185108041,65.56847816967728,2.862608103179546,0.4262130414710743,6.7732386824554425,2.0650207401819953,C,S1,B00,high,True,2026-02-28 00:00:00,sample_8
obs_117,0.6874677258623356,2.8233869523106807,42.041097788072875,-0.3820746338429978,0.4079937436204299,0.4593981585961979,0.17519601667028584,A,S1,B01,low,False,2026-02-28 12:00:00,sample_0
obs_118,1.379017530352823,1.2289771550440558,56.27667559867483,-0.16145940868550723,0.5582445921313113,0.16580771690132673,0.8701111950755576,C,S1,B09,low,False,2026-03-01 00:00:00,sample_1
obs_119,4.015645624192193,2.5121074618012793,51.04306188934637,2.5721324553287945,0.4632103736093761,5.280669439696837,2.133043279169241,C,S1,B00,high,True,2026-03-01 12:00:00,sample_2
obs_120,4.056019679335672,3.0770294505836766,62.2200767636142,-1.4844122212523423,0.42125800290176146,1.3154886942971173,1.794652401765527,A,S2,B03,high,True,2026-03-02 00:00:00,sample_3
obs_121,0.9181077056598415,1.9604374780514808,54.20535748881008,-1.0625799777266172,0.5474399309396363,1.0316180746117798,0.4251468054556578,A,S1,B09,low,False,2026-03-02 12:00:00,sample_4
obs_122,1.8617679900992024,2.68294099048379,50.462655469609224,2.098671810791841,0.5748574545051188,3.7208402110811005,-0.23213619572984923,B,S2,B07,mid,False,2026-03-03 00:00:00,sample_5
obs_123,0.31091025562424224,3.1315568873486095,54.42473767755598,0.03644356032296453,0.5827927256888031,0.2168556388020691,-0.7380306782482253,A,S1,B08,low,False,2026-03-03 12:00:00,sample_6
obs_124,1.7040673291901642,2.571523504417215,57.37665299342944,2.2839635000603637,0.4570265572187379,3.674624884317083,0.5303533302381376,B,S2,B05,low,False,2026-03-04 00:00:00,sample_7
obs_125,2.8019170900519663,2.004239832568322,51.88530903668994,0.33144268734756965,0.4231957423625752,0.4244832640813764,0.8826181299880125,B,S1,B03,mid,True,2026-03-04 12:00:00,sample_8
obs_126,1.3079357087592134,2.584342006736713,55.88643979631367,-0.7155450967222132,0.636035729603808,0.2789234211768747,0.5775301235515158,A,S1,B07,low,False,2026-03-05 00:00:00,sample_0
obs_127,4.708172039917748,2.109345046699085,53.69850949093895,1.6394888986756724,0.49467079297704164,2.645886173799326,2.2192715783028496,C,S2,B00,high,True,2026-03-05 12:00:00,sample_1
obs_128,3.886144448353004,2.184493978482296,58.85054614199031,0.5660547487305767,0.6051205217814561,0.43771454475517285,1.2730071684533741,C,S2,B01,high,True,2026-03-06 00:00:00,sample_2
obs_129,2.1018678446772103,2.9133862392541787,36.015954759241545,-1.4781838285905449,0.5952673058574357,2.1587760337309105,0.5600831025055852,A,S2,B03,mid,False,2026-03-06 12:00:00,sample_3
obs_130,1.5232977545329827,2.760253900314729,44.87308231635204,1.035802353751699,0.47872190003358717,1.216100405319786,0.841968024797516,A,S1,B07,low,False,2026-03-07 00:00:00,sample_4
obs_131,3.662063464023542,3.6297497369457643,60.81870910606366,-0.45106667864385586,,0.11505991048230527,1.2692854127475586,A,S2,B00,high,True,2026-03-07 12:00:00,sample_5
obs_132,1.186143639758019,2.6515784196580965,52.13048799523902,-0.2654900402659439,0.4287334858091362,-0.2607076531332675,-0.004657214183680383,A,S2,B08,low,False,2026-03-08 00:00:00,sample_6
obs_133,1.7279730418036114,2.6473750476418223,48.0734237442405,-0.00336479339520436,0.45289016178649627,0.33709661214374237,0.42974593908214404,A,S2,B04,low,False,2026-03-08 12:00:00,sample_7
obs_134,3.4508662805103727,3.720972809619065,54.491921901582224,-0.6449641720925359,0.48162227108017247,0.7815663459011833,1.3188615596265945,B,S1,B03,high,True,2026-03-09 00:00:00,sample_8
obs_135,2.2426988021975474,2.2367400860132785,55.46134890145207,1.6044975381486346,0.5479084708661448,1.790318521933518,-0.017083941830790983,B,S1,B07,mid,True,2026-03-09 12:00:00,sample_0
obs_136,2.6380837032608073,2.230528832142444,58.496412579081266,0.37755800689539076,0.5331166183011519,0.7450672767686308,0.9620904831477133,C,S1,B07,mid,True,2026-03-10 00:00:00,sample_1
obs_137,4.507253258338066,2.2710070034340215,54.46833268334062,1.0623503141412476,0.6367754585682077,0.7504474543381359,2.1640415619697153,C,S2,B03,high,True,2026-03-10 12:00:00,sample_2
obs_138,2.4886859190077253,1.7293927787416978,52.50000587603693,1.0633774292689937,0.4382948276771624,0.7392363522817219,2.0961350139983645,B,S2,B05,mid,True,2026-03-11 00:00:00,sample_3
obs_139,3.0351946586676712,2.0599097537760334,52.64611188386955,1.5823488626685958,0.7119471041438906,1.9251454663590142,1.6730900516983822,C,S1,B10,high,True,2026-03-11 12:00:00,sample_4
obs_140,1.6614332382977557,3.277758907358833,43.991319648019385,1.781532844886248,0.5881915875293761,2.871995089751358,0.009954680449767855,A,S2,B00,low,False,2026-03-12 00:00:00,sample_5
obs_141,3.4654516230978123,2.3004855504317474,55.60892393167339,-0.519807458536961,0.6454844443948493,0.7050722910956467,1.5849733395754486,C,S2,B11,high,True,2026-03-12 12:00:00,sample_6
obs_142,3.8495344271301906,2.264324479664834,52.59081377772931,-0.7221518583444781,0.4437504915224955,0.5319277538029099,1.8703872970436233,C,S2,B11,high,True,2026-03-13 00:00:00,sample_7
